sgRNA	Gene	PlasmidLib	R1_Top	R1_Unsorted	R2_Top	R2_Unsorted	R3_Top	R3_Unsorted
Gm14828_ENSMUST00000119381_100337210_100337228	ENSMUST00000119381_Gm14828	330	826	916	1030	816	1020	1034
Tro_ENSMUST00000169450_150652166_150652148	ENSMUST00000169450_Tro	501	1533	1650	1520	1357	1606	1776
Gm14681_ENSMUST00000118047_66778880_66778862	ENSMUST00000118047_Gm14681	340	1039	1041	1134	981	1005	1053
Gm7173_ENSMUST00000197180_79517487_79517505	ENSMUST00000197180_Gm7173	442	1648	1576	1818	1561	1665	1897
Fam90a1b_ENSMUST00000044989_94367037_94367055	ENSMUST00000044989_Fam90a1b	287	934	962	846	801	793	1166
Aff2_ENSMUST00000151662_69856186_69856168	ENSMUST00000151662_Aff2	349	845	1076	912	833	1032	1132
Magea5_ENSMUST00000069556_155063360_155063378	ENSMUST00000069556_Magea5	703	1878	2027	1830	1521	1787	1989
Ppef1_ENSMUST00000135856_160735853_160735871	ENSMUST00000135856_Ppef1	239	645	625	798	686	627	711
Slc9a7_ENSMUST00000072451_20292161_20292179	ENSMUST00000072451_Slc9a7	404	1105	1301	1418	1329	1160	1336
Spin2c_ENSMUST00000148708_153832071_153832089	ENSMUST00000148708_Spin2c	535	1586	1509	1601	1378	1444	1505
Nhsl2_ENSMUST00000125115_101849013_101849031	ENSMUST00000125115_Nhsl2	631	2038	2067	1837	1590	2030	2130
Elf4_ENSMUST00000114958_48454704_48454722	ENSMUST00000114958_Elf4	348	814	1011	946	860	940	1151
Gria3_ENSMUST00000126843_41610020_41610038	ENSMUST00000126843_Gria3	446	1407	1491	1379	1368	1625	1653
Pdzd11_ENSMUST00000151548_100626291_100626273	ENSMUST00000151548_Pdzd11	193	620	588	615	505	563	626
Zfp36l1-ps_ENSMUST00000118349_38180374_38180392	ENSMUST00000118349_Zfp36l1-ps	528	1708	1942	1785	1556	1418	1820
Trappc2_ENSMUST00000112194_166445156_166445174	ENSMUST00000112194_Trappc2	536	1582	1684	1965	1731	1341	1909
Gprasp1_ENSMUST00000149595_135742353_135742371	ENSMUST00000149595_Gprasp1	320	1014	918	1037	971	881	1075
Hdac8_ENSMUST00000087916_102505371_102505389	ENSMUST00000087916_Hdac8	282	934	1062	783	882	867	1256
1810030O07Rik_ENSMUST00000060108_12673570_12673588	ENSMUST00000060108_1810030O07Rik	683	2102	2176	2212	1981	1938	2509
Jpx_ENSMUST00000183027_103493469_103493451	ENSMUST00000183027_Jpx	621	2434	1852	2892	1606	2549	1905
Aifm1_ENSMUST00000143466_48513667_48513685	ENSMUST00000143466_Aifm1	248	791	898	766	775	891	1079
Huwe1_ENSMUST00000132453_151908658_151908676	ENSMUST00000132453_Huwe1	496	1275	1430	1651	1473	1506	1658
Tcp11x2_ENSMUST00000078605_135693851_135693869	ENSMUST00000078605_Tcp11x2	192	675	709	508	629	518	729
Gm9_ENSMUST00000101636_37211052_37211070	ENSMUST00000101636_Gm9	225	866	728	630	620	866	808
Mid1_ENSMUST00000112104_169685003_169685021	ENSMUST00000112104_Mid1	283	816	877	1149	980	892	1057
Tbc1d25_ENSMUST00000133093_8176025_8176043	ENSMUST00000133093_Tbc1d25	285	1638	1022	1259	700	1237	827
Zc4h2_ENSMUST00000044382_95658946_95658964	ENSMUST00000044382_Zc4h2	107	306	315	229	286	396	396
Phf8_ENSMUST00000112666_151520617_151520635	ENSMUST00000112666_Phf8	425	908	964	1117	984	1063	1309
Tenm1_ENSMUST00000016294_43275215_43275233	ENSMUST00000016294_Tenm1	570	1170	1805	1367	1689	1204	1972
Hcfc1_ENSMUST00000128325_73957803_73957785	ENSMUST00000128325_Hcfc1	433	1067	1198	1528	1220	1197	1432
Cox7b_ENSMUST00000033582_106015686_106015704	ENSMUST00000033582_Cox7b	459	1323	1346	1450	1196	1673	1730
AW822252_ENSMUST00000192662_53697361_53697343	ENSMUST00000192662_AW822252	123	428	449	271	269	469	435
Sat1_ENSMUST00000134855_155214174_155214192	ENSMUST00000134855_Sat1	454	1368	1370	1578	1282	1569	1754
Cxx1a_ENSMUST00000088779_53670568_53670586	ENSMUST00000088779_Cxx1a	90	563	256	369	210	377	315
Wdr45_ENSMUST00000209077_7726979_7726961	ENSMUST00000209077_Wdr45	290	946	977	1038	837	856	1092
Scml2_ENSMUST00000074802_161162495_161162513	ENSMUST00000074802_Scml2	369	1164	1388	1739	1516	1491	1543
Kdm6a_ENSMUST00000130978_18162467_18162485	ENSMUST00000130978_Kdm6a	267	772	802	1227	1075	823	948
Adgrg2_ENSMUST00000112398_160426832_160426814	ENSMUST00000112398_Adgrg2	585	1834	2145	2017	1883	1779	2217
Rps6ka6_ENSMUST00000065976_111463265_111463283	ENSMUST00000065976_Rps6ka6	297	1135	1352	940	960	1329	1420
Pcdh19_ENSMUST00000149154_133689068_133689086	ENSMUST00000149154_Pcdh19	506	1948	1890	2391	1829	1839	2192
Cask_ENSMUST00000155989_13846984_13847002	ENSMUST00000155989_Cask	175	572	648	724	577	577	749
Dock11_ENSMUST00000115266_35947032_35947050	ENSMUST00000115266_Dock11	338	1046	1190	1035	827	1009	1134
Hsf3_ENSMUST00000146965_96338748_96338766	ENSMUST00000146965_Hsf3	378	946	911	997	799	936	1045
Ccdc120_ENSMUST00000154977_7751029_7751047	ENSMUST00000154977_Ccdc120	730	2400	2548	2678	2279	2313	2537
Gm14586_ENSMUST00000119571_52772828_52772810	ENSMUST00000119571_Gm14586	605	1505	1621	1787	1600	1589	1736
Gm14753_ENSMUST00000118503_78021719_78021701	ENSMUST00000118503_Gm14753	172	599	600	635	514	557	716
Taf1_ENSMUST00000118878_101532693_101532711	ENSMUST00000118878_Taf1	234	473	589	431	441	572	666
Nox1_ENSMUST00000033610_134111924_134111942	ENSMUST00000033610_Nox1	249	535	732	858	621	559	653
Gab3_ENSMUST00000127024_74969421_74969403	ENSMUST00000127024_Gab3	370	1503	1616	1303	1117	1605	1643
Rps4x_ENSMUST00000033683_102189561_102189579	ENSMUST00000033683_Rps4x	363	1053	984	1251	1194	1174	1264
Dcaf12l1_ENSMUST00000060481_44790207_44790225	ENSMUST00000060481_Dcaf12l1	236	574	745	638	536	561	808
Gpkow_ENSMUST00000049896_7697083_7697101	ENSMUST00000049896_Gpkow	149	389	422	476	407	395	451
Gdpd2_ENSMUST00000113744_100729980_100729998	ENSMUST00000113744_Gdpd2	367	1000	1150	1012	844	1040	1156
Fgf13_ENSMUST00000124402_59567637_59567655	ENSMUST00000124402_Fgf13	366	867	1014	1080	928	851	1007
Rps6ka6_ENSMUST00000138645_111487065_111487047	ENSMUST00000138645_Rps6ka6	382	1075	1390	1242	1300	1319	1427
9530027J09Rik_ENSMUST00000180584_48285833_48285815	ENSMUST00000180584_9530027J09Rik	133	410	331	328	321	363	310
Mtm1_ENSMUST00000129722_71301238_71301220	ENSMUST00000129722_Mtm1	532	1662	1515	2019	1721	1766	2042
Dcx_ENSMUST00000139920_143933180_143933198	ENSMUST00000139920_Dcx	441	1353	1488	1522	1422	1414	1582
Foxr2_ENSMUST00000163801_153126618_153126636	ENSMUST00000163801_Foxr2	198	653	772	947	747	593	779
Cstf2_ENSMUST00000156778_134062203_134062221	ENSMUST00000156778_Cstf2	729	2119	2266	2600	2136	2279	2408
Dlg3_ENSMUST00000148076_100796082_100796100	ENSMUST00000148076_Dlg3	243	557	589	882	666	659	704
Zfp711_ENSMUST00000151972_112600525_112600543	ENSMUST00000151972_Zfp711	620	2266	2446	2152	1784	2402	2504
Alg13_ENSMUST00000070801_144317792_144317810	ENSMUST00000070801_Alg13	116	416	385	344	314	445	471
Pls3_ENSMUST00000033547_75874682_75874700	ENSMUST00000033547_Pls3	259	883	897	806	761	682	901
Cfp_ENSMUST00000001156_20931777_20931795	ENSMUST00000001156_Cfp	237	687	834	668	685	619	689
Gm6858_ENSMUST00000208582_73049874_73049892	ENSMUST00000208582_Gm6858	133	391	382	441	358	313	416
Nxf7_ENSMUST00000137977_135589240_135589222	ENSMUST00000137977_Nxf7	168	512	617	417	484	562	590
Cacna1f_ENSMUST00000151208_7630911_7630893	ENSMUST00000151208_Cacna1f	133	313	412	376	358	402	459
L1cam_ENSMUST00000144478_73856674_73856656	ENSMUST00000144478_L1cam	419	1090	1257	1313	1135	1066	1207
Efnb1_ENSMUST00000052839_99135956_99135974	ENSMUST00000052839_Efnb1	485	1358	1574	1524	1374	1445	1543
Mid1ip1_ENSMUST00000156321_10717426_10717444	ENSMUST00000156321_Mid1ip1	424	1463	1345	1303	1042	1150	1152
Gm6285_ENSMUST00000122012_104947353_104947335	ENSMUST00000122012_Gm6285	97	362	335	258	252	322	366
Pnck_ENSMUST00000129106_73658049_73658031	ENSMUST00000129106_Pnck	237	811	833	1084	870	862	875
Snx12_ENSMUST00000077876_101222702_101222720	ENSMUST00000077876_Snx12	386	1090	1520	1337	1496	1293	1802
Tfe3_ENSMUST00000144900_7763746_7763764	ENSMUST00000144900_Tfe3	546	1442	1895	2119	1523	1667	1893
Fndc3c1_ENSMUST00000138724_106485055_106485073	ENSMUST00000138724_Fndc3c1	215	550	654	695	596	594	664
Plp1_ENSMUST00000125644_136830635_136830653	ENSMUST00000125644_Plp1	575	1656	1714	1798	1394	1434	1645
Xlr4c_ENSMUST00000068551_73243083_73243101	ENSMUST00000068551_Xlr4c	234	652	595	791	706	693	842
1700019B21Rik_ENSMUST00000129479_62527279_62527261	ENSMUST00000129479_1700019B21Rik	186	897	562	860	575	853	523
Dkc1_ENSMUST00000151327_75099591_75099573	ENSMUST00000151327_Dkc1	356	1245	1330	1575	1395	1263	1438
Gm14858_ENSMUST00000144761_102252321_102252339	ENSMUST00000144761_Gm14858	425	1195	1408	1653	1584	1376	1730
Fgd1_ENSMUST00000124882_151067018_151067000	ENSMUST00000124882_Fgd1	225	800	822	894	564	969	962
Elk1_ENSMUST00000009550_20950892_20950910	ENSMUST00000009550_Elk1	393	1531	1013	1043	788	1607	1347
Gk_ENSMUST00000122950_85714535_85714553	ENSMUST00000122950_Gk	369	1177	1290	1528	1332	1278	1312
Fundc1_ENSMUST00000177213_17571793_17571811	ENSMUST00000177213_Fundc1	138	444	477	467	400	354	519
Usp27x_ENSMUST00000178293_7375955_7375973	ENSMUST00000178293_Usp27x	325	968	1034	1037	986	1092	1222
Kctd12b_ENSMUST00000039424_153696451_153696469	ENSMUST00000039424_Kctd12b	130	433	426	404	420	359	406
Map7d3_ENSMUST00000114766_56822630_56822612	ENSMUST00000114766_Map7d3	198	449	495	337	350	477	530
Pfkfb1_ENSMUST00000153221_150588101_150588119	ENSMUST00000153221_Pfkfb1	555	1468	2017	1876	1781	1520	2258
3010001F23Rik_ENSMUST00000148651_152368663_152368645	ENSMUST00000148651_3010001F23Rik	1274	4045	4486	4675	3805	4453	4646
Tbc1d8b_ENSMUST00000096313_139684932_139684950	ENSMUST00000096313_Tbc1d8b	93	221	269	231	251	183	268
Gm19200_ENSMUST00000182579_103289064_103289046	ENSMUST00000182579_Gm19200	315	825	1034	1058	1030	802	1202
Fam199x_ENSMUST00000047852_137049490_137049508	ENSMUST00000047852_Fam199x	177	501	597	381	334	433	500
Acot9_ENSMUST00000126200_155293697_155293679	ENSMUST00000126200_Acot9	565	1449	1722	1845	1689	1704	1822
Gm26035_ENSMUST00000083065_152924190_152924172	ENSMUST00000083065_Gm26035	311	851	841	866	749	863	1037
Sept6_ENSMUST00000128766_36989630_36989648	ENSMUST00000128766_Sept6	365	1269	1315	1449	1156	1365	1687
Haus7_ENSMUST00000131140_73447659_73447677	ENSMUST00000131140_Haus7	428	1262	1642	1503	1387	1310	1595
Ripply1_ENSMUST00000101217_139782643_139782661	ENSMUST00000101217_Ripply1	404	1640	1360	1277	963	1457	1318
Snx12_ENSMUST00000077876_101222580_101222598	ENSMUST00000077876_Snx12	70	368	395	419	427	394	357
Asb11_ENSMUST00000134085_164436803_164436821	ENSMUST00000134085_Asb11	427	1145	1432	1640	1341	1430	1537
Shroom2_ENSMUST00000152746_152673540_152673558	ENSMUST00000152746_Shroom2	385	1203	1438	1670	1547	1135	1747
Maged2_ENSMUST00000143843_150813452_150813434	ENSMUST00000143843_Maged2	403	1183	1285	1441	1067	1189	1334
Tsc22d3_ENSMUST00000112995_140542704_140542686	ENSMUST00000112995_Tsc22d3	282	1050	884	1143	785	903	870
Gm8692_ENSMUST00000118102_75988049_75988031	ENSMUST00000118102_Gm8692	162	459	612	379	362	428	401
Rpl39_ENSMUST00000115231_37085448_37085466	ENSMUST00000115231_Rpl39	357	953	1018	1303	977	1051	1269
Gdi1_ENSMUST00000128915_74305641_74305623	ENSMUST00000128915_Gdi1	638	1797	2040	2226	2031	1702	2019
Jpx_ENSMUST00000183027_103493343_103493361	ENSMUST00000183027_Jpx	286	1185	749	1350	801	1335	844
Zfp280c_ENSMUST00000114940_48591982_48592000	ENSMUST00000114940_Zfp280c	50	187	206	184	145	137	201
Fgd1_ENSMUST00000026296_151046731_151046749	ENSMUST00000026296_Fgd1	732	2943	2814	2787	2487	3196	3072
Zfp42_ENSMUST00000211248_43307139_43307157	ENSMUST00000211248_Zfp42	248	671	684	736	730	653	796
3010001F23Rik_ENSMUST00000130625_152368206_152368224	ENSMUST00000130625_3010001F23Rik	410	1251	1397	1112	1040	1289	1475
Ints6l_ENSMUST00000142624_56504710_56504692	ENSMUST00000142624_Ints6l	98	267	308	359	203	323	356
negative_control_43_43_43	NA_negative_control	630	1372	1808	2012	1945	1533	2064
Zfp300_ENSMUST00000139060_21089521_21089539	ENSMUST00000139060_Zfp300	259	753	841	952	947	761	969
Gm6382_ENSMUST00000118873_142210824_142210806	ENSMUST00000118873_Gm6382	823	2358	2556	2437	1981	2368	2644
Snx12_ENSMUST00000077876_101222644_101222662	ENSMUST00000077876_Snx12	486	1128	1179	1165	1000	1145	1293
Nhs_ENSMUST00000087085_162160116_162160134	ENSMUST00000087085_Nhs	378	1536	1533	1494	1317	1653	1730
Armcx3_ENSMUST00000081834_134756473_134756491	ENSMUST00000081834_Armcx3	181	532	646	538	404	585	717
Prrg3_ENSMUST00000048790_71962793_71962811	ENSMUST00000048790_Prrg3	498	1803	1930	1941	1841	1740	2109
Gm14939_ENSMUST00000120347_113035818_113035800	ENSMUST00000120347_Gm14939	143	413	431	391	397	388	401
F8_ENSMUST00000114085_75379946_75379964	ENSMUST00000114085_F8	145	281	338	384	418	382	434
Gm14567_ENSMUST00000117155_38969731_38969713	ENSMUST00000117155_Gm14567	189	575	538	495	466	592	699
Zrsr2_ENSMUST00000112289_163958767_163958785	ENSMUST00000112289_Zrsr2	193	906	745	833	783	787	752
Aff2_ENSMUST00000143097_69360173_69360191	ENSMUST00000143097_Aff2	729	2412	2370	2131	1927	2384	2855
Gpr143_ENSMUST00000026383_152781897_152781915	ENSMUST00000026383_Gpr143	261	795	787	969	746	812	814
Dmrtc1b_ENSMUST00000113609_102710892_102710874	ENSMUST00000113609_Dmrtc1b	365	967	1187	1047	952	951	1076
Prickle3_ENSMUST00000129662_7658037_7658055	ENSMUST00000129662_Prickle3	107	307	329	322	215	382	398
Ikbkg_ENSMUST00000138564_74427816_74427798	ENSMUST00000138564_Ikbkg	475	1348	1597	1403	1280	1763	1940
Usp9x_ENSMUST00000169594_13071371_13071389	ENSMUST00000169594_Usp9x	1077	3530	3707	3461	3194	3670	3967
C330007P06Rik_ENSMUST00000047486_36874263_36874245	ENSMUST00000047486_C330007P06Rik	330	972	942	895	862	1005	1174
Med14_ENSMUST00000115481_12761862_12761880	ENSMUST00000115481_Med14	252	678	930	602	657	584	1126
Suv39h1_ENSMUST00000115638_8074925_8074943	ENSMUST00000115638_Suv39h1	213	741	703	904	781	837	1082
Itgb1bp2_ENSMUST00000143946_101451792_101451810	ENSMUST00000143946_Itgb1bp2	119	251	386	341	269	383	396
Phf8_ENSMUST00000141715_151553745_151553763	ENSMUST00000141715_Phf8	634	1975	2024	1606	1590	2052	2157
Zic3_ENSMUST00000137687_58022521_58022503	ENSMUST00000137687_Zic3	173	713	596	534	495	611	604
Mir2137_ENSMUST00000158732_72991549_72991567	ENSMUST00000158732_Mir2137	235	687	633	595	578	738	740
Gnl3l_ENSMUST00000146742_150994102_150994084	ENSMUST00000146742_Gnl3l	740	2652	2690	2276	2147	2506	2883
Gla_ENSMUST00000153024_134600399_134600381	ENSMUST00000153024_Gla	345	990	900	1303	1274	1189	1257
Arhgef6_ENSMUST00000176986_57326876_57326894	ENSMUST00000176986_Arhgef6	442	1391	1445	1704	1305	1620	1727
Firre_ENSMUST00000204729_50563003_50563021	ENSMUST00000204729_Firre	410	1497	1485	1807	1303	1397	1519
Nxf7_ENSMUST00000113163_135598944_135598962	ENSMUST00000113163_Nxf7	595	1779	1851	2413	1780	1813	1774
Shroom2_ENSMUST00000124141_152643991_152643973	ENSMUST00000124141_Shroom2	544	1920	1801	1853	1662	1996	2171
Gm9429_ENSMUST00000117804_8033925_8033907	ENSMUST00000117804_Gm9429	231	550	687	603	525	579	687
n-R5s2_ENSMUST00000101968_6106385_6106367	ENSMUST00000101968_n-R5s2	179	421	431	562	383	483	590
Cfp_ENSMUST00000001156_20931680_20931698	ENSMUST00000001156_Cfp	113	346	337	349	242	336	343
Cdkl5_ENSMUST00000196297_160928702_160928684	ENSMUST00000196297_Cdkl5	268	782	867	1089	882	907	924
Htr2c_ENSMUST00000112831_146962868_146962850	ENSMUST00000112831_Htr2c	344	1152	1747	1360	1505	1082	1533
Slc38a5_ENSMUST00000033512_8271255_8271273	ENSMUST00000033512_Slc38a5	262	632	729	881	738	916	1049
Kif4_ENSMUST00000145319_100711939_100711957	ENSMUST00000145319_Kif4	202	637	568	664	687	727	942
Sat1_ENSMUST00000138944_155215220_155215238	ENSMUST00000138944_Sat1	157	461	479	536	365	482	495
Flna_ENSMUST00000133609_74227960_74227978	ENSMUST00000133609_Flna	166	617	637	569	493	687	761
negative_control_140_140_140	NA_negative_control	594	1656	1760	1833	1532	1890	1861
Taf9b_ENSMUST00000113495extra_106219769_106219787	ENSMUST00000113495extra_Taf9b	196	355	541	456	399	278	497
Atrx_ENSMUST00000146193_105851718_105851700	ENSMUST00000146193_Atrx	325	721	917	1050	940	949	1143
1700020N15Rik_ENSMUST00000075654_69945136_69945154	ENSMUST00000075654_1700020N15Rik	414	1346	1513	1677	1205	1488	1637
Adgrg2_ENSMUST00000112398_160426783_160426765	ENSMUST00000112398_Adgrg2	335	1107	1134	1366	1113	1021	1336
Ctps2_ENSMUST00000142927_162902016_162901998	ENSMUST00000142927_Ctps2	753	2482	2642	2398	2147	2335	2765
Spin4_ENSMUST00000096367_95026844_95026862	ENSMUST00000096367_Spin4	200	385	382	521	409	358	426
Jade3_ENSMUST00000136093_20425719_20425737	ENSMUST00000136093_Jade3	169	630	675	489	381	617	601
BC065397_ENSMUST00000134066_136742925_136742907	ENSMUST00000134066_BC065397	605	1785	1700	1783	1412	1739	1777
Scml2_ENSMUST00000019101_161162761_161162779	ENSMUST00000019101_Scml2	285	743	837	777	774	846	1087
Tceanc_ENSMUST00000112188_166510548_166510566	ENSMUST00000112188_Tceanc	533	1511	1542	1787	1386	1580	1690
Rbm41_ENSMUST00000113011_139998647_139998665	ENSMUST00000113011_Rbm41	434	1419	1335	1291	1108	1637	1547
Gdi1_ENSMUST00000146013_74305000_74305018	ENSMUST00000146013_Gdi1	325	882	1017	942	885	1032	1168
Gm15019_ENSMUST00000120148_135726587_135726569	ENSMUST00000120148_Gm15019	92	272	250	317	252	236	360
Mid1_ENSMUST00000149258_169927320_169927302	ENSMUST00000149258_Mid1	786	2101	2033	2625	2125	1939	2159
Uba1_ENSMUST00000130694_20658980_20658962	ENSMUST00000130694_Uba1	216	515	742	582	724	570	886
Akap14_ENSMUST00000046557_37169034_37169052	ENSMUST00000046557_Akap14	149	434	592	574	516	495	475
Zbtb33_ENSMUST00000115142_38189722_38189740	ENSMUST00000115142_Zbtb33	316	868	868	697	653	847	1121
Ocrl_ENSMUST00000154732_47938314_47938296	ENSMUST00000154732_Ocrl	581	1708	2024	2335	1747	1844	2278
Arhgap4_ENSMUST00000128329_73922323_73922341	ENSMUST00000128329_Arhgap4	372	1260	1402	1506	1320	1275	1526
Klhl13_ENSMUST00000115317_23285183_23285201	ENSMUST00000115317_Klhl13	285	781	776	861	770	973	1055
Magea3_ENSMUST00000079867_154949717_154949735	ENSMUST00000079867_Magea3	347	996	1121	906	880	1038	1093
Araf_ENSMUST00000001155_20848420_20848438	ENSMUST00000001155_Araf	734	2831	3184	3351	2820	2399	2979
Mamld1_ENSMUST00000082088_71050037_71050055	ENSMUST00000082088_Mamld1	938	2810	2818	3491	2984	2689	3233
Huwe1_ENSMUST00000139386_151800772_151800790	ENSMUST00000139386_Huwe1	417	1269	1251	1394	1121	1122	1442
Tmem47_ENSMUST00000026760_81070567_81070585	ENSMUST00000026760_Tmem47	369	1389	1398	1435	1463	1566	1732
A230072E10Rik_ENSMUST00000146161_151299445_151299463	ENSMUST00000146161_A230072E10Rik	257	596	624	686	622	698	740
Kansl1_ENSMUST00000018556_104442541_104442559	ENSMUST00000018556_Kansl1	735	2855	2772	2981	2560	2618	2707
Rpl36a_ENSMUST00000113211_134585351_134585369	ENSMUST00000113211_Rpl36a	411	1381	1454	1530	1304	1460	1648
Gm5946_ENSMUST00000182652_150226563_150226545	ENSMUST00000182652_Gm5946	414	1061	1381	1217	1198	1236	1420
Fgd1_ENSMUST00000125620_151085641_151085659	ENSMUST00000125620_Fgd1	330	1111	1200	1071	933	1187	1415
Vgll1_ENSMUST00000114746_57089105_57089123	ENSMUST00000114746_Vgll1	175	237	403	331	333	252	328
Atp6ap1_ENSMUST00000154630_74303415_74303397	ENSMUST00000154630_Atp6ap1	192	496	485	472	389	528	557
Flna_ENSMUST00000033699_74246673_74246691	ENSMUST00000033699_Flna	223	559	741	916	711	700	858
Gm14828_ENSMUST00000119381_100337267_100337285	ENSMUST00000119381_Gm14828	185	478	493	788	692	557	616
Armcx1_ENSMUST00000113199_134717872_134717890	ENSMUST00000113199_Armcx1	307	942	891	916	787	1044	1076
Kif4_ENSMUST00000048962_100625493_100625475	ENSMUST00000048962_Kif4	189	396	585	617	815	387	761
Zdhhc9_ENSMUST00000123054_48209142_48209160	ENSMUST00000123054_Zdhhc9	511	1417	1621	1832	1572	1415	1660
Gm648_ENSMUST00000081133_56549668_56549686	ENSMUST00000081133_Gm648	335	713	784	782	521	792	837
Xiap_ENSMUST00000115095_42068275_42068257	ENSMUST00000115095_Xiap	127	318	247	264	166	221	319
Usp11_ENSMUST00000149960_20711531_20711513	ENSMUST00000149960_Usp11	116	319	395	388	396	437	480
Gm14817_ENSMUST00000148522_73794846_73794828	ENSMUST00000148522_Gm14817	107	394	434	370	239	428	489
Gm26035_ENSMUST00000083065_152924287_152924269	ENSMUST00000083065_Gm26035	455	1303	1539	1742	1350	1483	1672
Mmgt1_ENSMUST00000059899_56598114_56598132	ENSMUST00000059899_Mmgt1	136	435	539	548	432	472	506
3110067C02Rik_ENSMUST00000120793_150463457_150463475	ENSMUST00000120793_3110067C02Rik	588	1234	1244	1413	1179	1377	1818
Kansl3_ENSMUST00000185912_36369259_36369277	ENSMUST00000185912_Kansl3	449	1808	1835	1675	1246	1879	1645
Zfp182_ENSMUST00000133186_21062506_21062488	ENSMUST00000133186_Zfp182	356	1349	1446	1260	1272	1331	1457
Rps6ka6_ENSMUST00000123102_111462919_111462937	ENSMUST00000123102_Rps6ka6	257	698	973	746	832	664	1078
Was_ENSMUST00000033505_8090720_8090738	ENSMUST00000033505_Was	196	426	481	554	543	539	587
Tmem47_ENSMUST00000026760_81070513_81070531	ENSMUST00000026760_Tmem47	355	1156	1064	1243	1023	1189	1231
1700019B21Rik_ENSMUST00000133350_62516305_62516287	ENSMUST00000133350_1700019B21Rik	178	541	453	529	458	618	555
Foxo4_ENSMUST00000062000_101253923_101253941	ENSMUST00000062000_Foxo4	305	951	1034	943	738	887	1206
Klhl13_ENSMUST00000153345_23365051_23365069	ENSMUST00000153345_Klhl13	556	1717	1782	1900	1387	1661	1849
Htatsf1_ENSMUST00000114751_57053435_57053453	ENSMUST00000114751_Htatsf1	227	779	823	786	686	836	971
Ripply1_ENSMUST00000101217_139782513_139782531	ENSMUST00000101217_Ripply1	347	1128	961	1429	989	1456	1118
Hs6st2_ENSMUST00000142983_51680806_51680788	ENSMUST00000142983_Hs6st2	359	1288	1297	1372	1091	1296	1415
Tpt1-ps6_ENSMUST00000121768_101768208_101768226	ENSMUST00000121768_Tpt1-ps6	674	2075	2384	2469	2205	2180	2490
Gm4984_ENSMUST00000115987_12652065_12652083	ENSMUST00000115987_Gm4984	249	704	917	1128	872	900	895
Tmem28_ENSMUST00000096363_99820885_99820903	ENSMUST00000096363_Tmem28	462	1553	1707	1415	1365	1450	1925
Kansl1_ENSMUST00000018556_104442408_104442426	ENSMUST00000018556_Kansl1	547	2301	2521	2271	1901	1892	2162
Gm9_ENSMUST00000101636_37211237_37211255	ENSMUST00000101636_Gm9	273	1146	1098	1361	975	1274	1175
Zfp185_ENSMUST00000134588_72987454_72987472	ENSMUST00000134588_Zfp185	228	735	787	805	623	800	811
