sgRNA	Gene	R1_Bottom	R1_Top	R1_Unsorted	R2_Bottom	R2_Top	R2_Unsorted	R3_Bottom	R3_Top	R3_Unsorted
Ddx3x_ENSMUST00000149639_13287300_13287318	ENSMUST00000149639_Ddx3x	801.6791350212438	805.6920068818921	702.6748310436068	713.5691080687033	668.8136951543504	720.6642756668032	860.8779187175847	807.6831424117357	806.3874255125796
Ddx3x_ENSMUST00000149639_13287288_13287270	ENSMUST00000149639_Ddx3x	452.7002123637482	335.70500286745505	523.6185724443407	568.6596891993665	356.95112943631057	501.660012253089	542.8101921117515	324.07039664668406	482.946315279512
Ddx3x_ENSMUST00000149639_13287251_13287269	ENSMUST00000149639_Ddx3x	714.1642968315932	685.65203615959	753.9720294531263	629.0386137282568	511.9430672178665	635.4360155205794	679.9411880136677	651.1322123393376	660.1743208866724
Slc25a43_ENSMUST00000047655_36743591_36743609	ENSMUST00000047655_Slc25a43	645.0167703607582	500.5056406387512	615.5663809142341	610.3760370556907	683.843216393774	735.7680179711972	559.951566599491	575.349596508113	697.392202064176
Slc25a43_ENSMUST00000047655_36743587_36743605	ENSMUST00000047655_Slc25a43	516.4455883290492	375.3792304790634	432.6386356425513	395.2075060072818	367.2839252884143	311.7843947121349	498.0521587270983	537.4582885925007	556.4959376064835
Slc25a43_ENSMUST00000047655_36743579_36743597	ENSMUST00000047655_Slc25a43	551.0193515644668	625.632050798439	542.9760058064235	403.98989502966583	406.7364185419013	415.35291337083714	607.5664957321007	628.1979996535722	557.3820776345193
Slc25a43_ENSMUST00000047655_36743566_36743584	ENSMUST00000047655_Slc25a43	1091.2344021178656	1274.661723008852	1174.0283334103237	1186.7203166496433	1603.4620472310057	1227.7184816000329	1237.035858865202	1210.5275739356139	1252.115859614588
Slc25a43_ENSMUST00000047655_36743557_36743575	ENSMUST00000047655_Slc25a43	1392.6744003266622	1395.7189816186312	1416.9641221044633	1230.6322617615635	1273.7519250411503	1342.0753876190165	1261.795622014159	1365.0842246440322	1454.1557860067508
Slc25a43_ENSMUST00000047655_36743379_36743397	ENSMUST00000047655_Slc25a43	563.9845127777484	553.4046107875622	554.5904658236732	466.56441681415214	478.1266444291634	500.58117351706085	576.1406425045783	527.4868917726027	551.1790974382687
Slc25a5_ENSMUST00000016463_36795489_36795507	ENSMUST00000016463_Slc25a5	558.5823622722144	1126.1376914371901	699.7712160392944	590.6156617553266	941.2237676189031	655.9339515051142	601.8527042361876	960.2455137561747	665.4911610548871
Slc25a5_ENSMUST00000016463_36795477_36795495	ENSMUST00000016463_Slc25a5	507.80214752019486	478.12530711425416	540.072390802111	496.20497976469824	423.64462993625284	497.3446573089764	533.2872062852296	462.6728124432659	530.7978767934453
Slc25a5_ENSMUST00000016463_36795468_36795486	ENSMUST00000016463_Slc25a5	278.7509660855538	168.86978932120465	191.63859028462005	328.2417897116035	249.8657906054174	324.7304595444727	255.2160201507884	233.33068558561254	254.32218804627513
Slc25a5_ENSMUST00000016463_36795459_36795477	ENSMUST00000016463_Slc25a5	420.28730933054425	547.3008834626994	451.99606900463414	580.7354741051446	534.4873490770019	552.365432846412	620.8986758892315	532.4725901825517	572.446458111128
Slc25a5_ENSMUST00000016463_36795425_36795443	ENSMUST00000016463_Slc25a5	1100.9582730278269	898.2652046423116	857.5342979402694	1006.6813416907705	859.5007458795374	871.7016987107439	970.3922557225873	905.4028312467359	972.0956107552746
Slc25a5_ENSMUST00000016463_36795384_36795402	ENSMUST00000016463_Slc25a5	347.8984925563888	408.94973076580885	361.984003870949	373.2515334513217	436.79546102074846	423.9836232590623	317.11542802318115	442.73001880346993	330.5302304573541
Ube2a_ENSMUST00000016452_36874252_36874270	ENSMUST00000016452_Ube2a	898.9178441208556	575.7849443120592	761.7150027979594	648.7989890286209	532.6086589220739	648.3820803529172	642.801543290232	525.4926124086231	621.184159653097
Ube2a_ENSMUST00000016452_36874193_36874211	ENSMUST00000016452_Ube2a	662.303651978467	719.2225364463355	621.3736109228589	541.2147235044165	555.1529407812094	636.5148542566076	797.0739136798877	829.6202154155112	810.8181256527587
Ube2a_ENSMUST00000016452_36874179_36874197	ENSMUST00000016452_Ube2a	2245.1337500999252	2436.404490507742	2322.8920034499397	2174.739081667848	1797.9064782660487	2087.5529542144673	2291.2303898611826	2444.986500238983	2336.7512539304093
Ube2a_ENSMUST00000016452_36874172_36874190	ENSMUST00000016452_Ube2a	383.55268589291313	853.5045375933175	563.3013108366105	591.7134603831247	820.0482526260504	575.0210463030031	394.25161321800897	787.7403487719398	508.64437609255026
Ube2a_ENSMUST00000016452_36874156_36874174	ENSMUST00000016452_Ube2a	503.48042711576767	655.1333995352759	528.4579307848613	467.66221544195014	480.0053345840913	503.81768972514527	543.7624906944037	722.9262694426029	525.4810366252304
Ube2a_ENSMUST00000016452_36874153_36874171	ENSMUST00000016452_Ube2a	687.1535443039232	468.96971612695995	585.5623592030057	478.6402017199302	406.7364185419013	479.00439879649787	666.6090078565369	493.58414258494963	599.0306589522021
Mum1l1_ENSMUST00000113043_139209978_139209996	ENSMUST00000113043_Mum1l1	845.9767691666225	797.553703782075	698.8033443711903	757.4810531806235	903.6499645203442	770.290857524098	701.8440554146681	638.1693964734702	827.6547861854389
Mum1l1_ENSMUST00000113043_139209973_139209991	ENSMUST00000113043_Mum1l1	489.43483580137934	302.1345025807095	521.6828291081323	362.2735471733416	294.9543543236882	320.41510460036005	467.578604082228	308.1161617348473	406.73827286843306
Mum1l1_ENSMUST00000113043_139209945_139209963	ENSMUST00000113043_Mum1l1	356.5419333652432	325.5321239926837	404.57035726753116	271.1562610661072	361.64785482363044	288.04994251951564	341.8751911721382	460.6785330792863	373.9510918311084
Mum1l1_ENSMUST00000113043_139209942_139209960	ENSMUST00000113043_Mum1l1	536.9737602500784	591.0442626242163	503.29326741415366	324.9483938282095	361.64785482363044	420.7471070509779	468.5309026648802	535.464009228521	469.65421485897497
Mum1l1_ENSMUST00000113043_139209901_139209919	ENSMUST00000113043_Mum1l1	533.732469946758	459.8141251396657	447.1567106641134	358.9801512899476	376.67737606305406	427.22013946714674	514.2412346321856	491.58986322097	517.5057763729083
Mum1l1_ENSMUST00000113043_139209898_139209916	ENSMUST00000113043_Mum1l1	1502.8782706395555	1251.264101596878	1234.0363768327804	837.6203530098778	803.1400412316988	897.5938283754194	1314.17204406003	1117.7935835105627	1226.4177988015497
Trap1a_ENSMUST00000054534_139333711_139333729	ENSMUST00000054534_Trap1a	187.99483759258277	249.23553243189843	210.99602364670287	233.83110772097507	277.10679785187267	317.17858839227563	186.65052219983033	208.4021935358676	225.96570714912946
Trap1a_ENSMUST00000054534_139333601_139333619	ENSMUST00000054534_Trap1a	1536.3716037738661	1484.2230278291422	1598.923995708042	1409.5734380926383	1110.3058815624188	1355.0214524513544	1555.1035854710353	1413.9440690615324	1548.9727690065815
Trap1a_ENSMUST00000054534_139333735_139333753	ENSMUST00000054534_Trap1a	312.2442992198645	245.1663808819899	313.5904204657419	277.7430528328953	254.56251599273727	261.0789741188119	340.922892589486	280.196250639133	267.6142884668121
Trap1a_ENSMUST00000054534_139333741_139333759	ENSMUST00000054534_Trap1a	1919.9242896667793	1458.7908306422137	1620.217172406333	1679.6319005309476	1548.0406876606312	1668.9635246355456	1876.0282078248254	1633.3147990992877	1736.8344549501717
Trap1a_ENSMUST00000054534_139333789_139333807	ENSMUST00000054534_Trap1a	718.4860172360204	841.2970829435919	844.9519662549156	780.5348243643815	935.5876971541193	798.3406646608298	814.21528816762725	864.5201042851542	863.100387306871
Trap1a_ENSMUST00000054534_139333794_139333812	ENSMUST00000054534_Trap1a	388.9548363984471	460.83141302714284	481.03221904775836	335.9263801061895	315.61994602789565	387.30310623410526	405.6791962098353	424.7815045276536	439.52545390575773
Gm7598_ENSMUST00000130251_38476369_38476387	ENSMUST00000130251_Gm7598	413.8047287239035	514.7476710634311	447.1567106641134	430.33706209681793	599.3021594220162	534.0251743339335	407.5837933751397	484.60988544704145	381.04021205539476
Gm7598_ENSMUST00000130251_38476251_38476269	ENSMUST00000130251_Gm7598	688.23397440503	649.0296722104131	596.2089475521512	467.66221544195014	492.216820591123	516.763754557483	659.9429177779715	587.3152726919906	646.8822204661353
Gm7598_ENSMUST00000130251_38476164_38476182	ENSMUST00000130251_Gm7598	1792.4335377361772	1666.3175596875496	1570.8557173330219	1619.2529760020573	1634.460434787317	1600.9966842657723	1745.5633020014745	1699.1260181106145	1738.6067350062433
Gm7598_ENSMUST00000130251_38476013_38475995	ENSMUST00000130251_Gm7598	2245.1337500999252	2446.577369382513	2316.116901773211	2179.13027617904	2397.2086376880648	2232.117344842239	2061.7264314420036	2349.2610907679623	2334.092833846302
Gm7598_ENSMUST00000130251_38475952_38475934	ENSMUST00000130251_Gm7598	357.62236346635	361.13720005438347	451.02819733653	316.1660048058254	321.2560164926795	293.4441361996564	406.6314947924875	389.8816156580107	371.29267174700095
Gm7598_ENSMUST00000130251_38476012_38475994	ENSMUST00000130251_Gm7598	2415.8417060747993	1852.4812430958655	2283.20926505767	2263.660770519486	2168.947783864319	2610.789741188119	2463.59643332123	1887.585418006686	2253.4540912950442
D330045A20Rik_ENSMUST00000046763_139480308_139480326	ENSMUST00000046763_D330045A20Rik	481.87182509363174	480.1598828892084	497.4860374055288	480.8357989755262	479.0659895066274	490.8716248928075	429.4866607761402	415.80724738974544	391.6738923918244
D330045A20Rik_ENSMUST00000046763_139480291_139480309	ENSMUST00000046763_D330045A20Rik	1100.9582730278269	984.7346750778681	1170.1568467379072	940.8134240228902	1123.4567126469144	1131.7018340935276	851.3549328910628	1014.0910565836238	906.5212486806253
D330045A20Rik_ENSMUST00000046763_139480275_139480293	ENSMUST00000046763_D330045A20Rik	370.5875246796316	350.9643211796121	411.3454589442602	338.1219773617855	430.22004547850065	384.06659002602083	316.1631294405289	415.80724738974544	398.7630126161108
D330045A20Rik_ENSMUST00000046763_139480184_139480202	ENSMUST00000046763_D330045A20Rik	556.4215020700008	491.3500496514569	463.61052902188385	424.84806895782793	556.0922858586733	429.37781693920306	422.82057069757485	450.70713625938834	421.8026533450417
D330045A20Rik_ENSMUST00000046763_139480168_139480186	ENSMUST00000046763_D330045A20Rik	468.90666388035015	370.2927910416777	323.2691371467833	377.64272796251373	530.729968767146	461.7429790200475	401.87000187922655	443.72715848545977	326.98567034521085
D330045A20Rik_ENSMUST00000046763_139480165_139480183	ENSMUST00000046763_D330045A20Rik	750.8989202692243	769.0696429327152	744.2933127720848	794.8062065257556	848.2286049499696	878.1747311269128	572.3314481739695	772.7832535420928	603.461359092381
Ldoc1_ENSMUST00000075983_61709472_61709490	ENSMUST00000075983_Ldoc1	410.5634384205831	444.5548068275086	361.0161322028448	470.95561132534414	498.79223613337086	423.9836232590623	465.67400691692364	493.58414258494963	530.7978767934453
Ldoc1_ENSMUST00000075983_61709493_61709511	ENSMUST00000075983_Ldoc1	1033.9716067592053	1132.241418762053	955.2893364187878	1130.7325866319452	1127.2140929567702	1098.257833276655	1047.528440917415	1346.138570686226	1108.561175072788
Ldoc1_ENSMUST00000075983_61709503_61709521	ENSMUST00000075983_Ldoc1	1104.1995633311471	1149.5353128491643	1254.3616818629675	1273.4464082456857	1173.242001752505	1119.834607997218	1394.1651250028144	1249.4160215332158	1233.5069190258362
Ldoc1_ENSMUST00000075983_61709422_61709440	ENSMUST00000075983_Ldoc1	1639.012463379012	1646.989089825484	1668.6107558115402	1572.0476350067431	1661.701442033772	1496.3493268710417	1433.2093668915543	1631.3205197353082	1581.7599500439062
Ldoc1_ENSMUST00000075983_61709392_61709410	ENSMUST00000075983_Ldoc1	475.38924448699095	513.7303831759539	647.5061459616708	558.7795015491845	603.9988848093361	503.81768972514527	513.2889360495334	611.2466250597457	553.8375175223762
Ldoc1_ENSMUST00000075983_61709290_61709308	ENSMUST00000075983_Ldoc1	576.94967399103	522.8859741632482	594.273204215943	411.6744854242519	532.6086589220739	456.3487853399068	539.0009977811427	568.3696187341844	553.8375175223762
Gm15019_ENSMUST00000120148_135726792_135726810	ENSMUST00000120148_Gm15019	606.1212867209134	634.7876417857332	617.5021242504423	676.243954723571	607.756265119192	618.1745957441291	680.8934865963198	722.9262694426029	698.2783420922118
Gm15019_ENSMUST00000120148_135726755_135726737	ENSMUST00000120148_Gm15019	377.07010528627234	445.5720947149858	391.0201539140732	424.84806895782793	480.9446796615553	473.6102051163571	465.67400691692364	527.4868917726027	445.7284341020083
Gm15019_ENSMUST00000120148_135726722_135726704	ENSMUST00000120148_Gm15019	246.33806305234987	252.28739609432986	316.4940354700543	245.90689262675312	226.38216366881804	300.9960073518534	279.0234847170933	235.32496494959213	217.99044689680724
Gm15019_ENSMUST00000120148_135726635_135726617	ENSMUST00000120148_Gm15019	639.6146198552242	744.654733633264	602.9840492288802	675.1461560957731	668.8136951543504	757.3447926917602	525.6688176240119	669.0807266151539	684.100101643639
Gm15019_ENSMUST00000120148_135726587_135726569	ENSMUST00000120148_Gm15019	261.464084467845	276.7023053937811	241.9679170260354	260.17827478812717	297.77238955608016	271.8673614790934	259.9775130640494	235.32496494959213	319.01041009288866
Gm15019_ENSMUST00000120148_135726557_135726539	ENSMUST00000120148_Gm15019	353.3006430619228	384.5348214663576	417.15268895288506	328.2417897116035	298.7117346335441	409.9587196906964	322.8292195190943	335.03893314857186	315.4658499807455
Rnf128_ENSMUST00000113026_139610504_139610522	ENSMUST00000113026_Rnf128	613.684297428661	1179.0366615860012	901.0885230049558	648.7989890286209	1117.8206421821305	707.7182108344654	627.5647659677969	1242.4360437592873	718.6595627370352
Rnf128_ENSMUST00000113026_139610495_139610513	ENSMUST00000113026_Rnf128	276.5901058833402	251.2701082068527	193.57433362082833	237.12450360436907	265.834656922305	281.57691010334673	310.44933794461576	327.06181569265345	344.7084709059269
Rnf128_ENSMUST00000113026_139610476_139610494	ENSMUST00000113026_Rnf128	435.41333074603943	435.3992158402144	400.6988705951146	289.8188377386733	408.6151086968292	412.11639716275266	439.00964660266214	396.8615934319393	446.6145741300441
Rnf128_ENSMUST00000113026_139610469_139610487	ENSMUST00000113026_Rnf128	804.9204253245642	818.9167494190949	974.6467697808706	587.3222658719327	704.5088080979814	682.9049199058179	752.3158802952345	768.7946948141337	681.4416815595316
Rnf128_ENSMUST00000113026_139610451_139610469	ENSMUST00000113026_Rnf128	625.5690285408358	687.6866119345443	704.610574379815	646.6033917730249	621.8464412811516	659.1704677131987	752.3158802952345	966.2283518481134	778.9170846434698
Rnf128_ENSMUST00000113026_139610381_139610399	ENSMUST00000113026_Rnf128	820.0464467400594	746.6893094082182	697.8354727030861	780.5348243643815	776.8383790627075	851.2037627262091	858.0210229696282	783.7517900439806	795.75374517615
Gm7327_ENSMUST00000120925_61785363_61785381	ENSMUST00000120925_Gm7327	338.1746216464276	363.1717758293377	335.85146883213713	297.5034281332593	276.16745277440873	332.2823306966697	356.1596699119211	310.1104410988269	264.06972835466894
Gm7327_ENSMUST00000120925_61785309_61785327	ENSMUST00000120925_Gm7327	518.6064485312628	614.4418840361905	657.1848626427121	497.30277839249624	543.8807998516417	638.6725317286639	483.7676799873154	542.4439870024497	532.5701568495169
Gm7327_ENSMUST00000120925_61785047_61785029	ENSMUST00000120925_Gm7327	149.09935395273806	265.51213863153265	205.188793638078	74.65030669026434	85.48040204922175	121.90877717118077	167.6045505467864	189.45653957806147	200.26764633609122
Gm7327_ENSMUST00000120925_61785021_61785003	ENSMUST00000120925_Gm7327	491.59569600359293	393.69041245365185	433.60650731065545	288.7210391108753	382.3134465278379	296.6806524077408	558.9992680168388	390.8787553400005	506.87209603647864
Gm7327_ENSMUST00000120925_61784970_61784952	ENSMUST00000120925_Gm7327	382.47225579180633	387.586685128789	381.3414372330318	456.6842291639701	431.15939055596465	376.51471887382377	326.63841384970306	350.9931680604086	399.6491526441466
Gm7327_ENSMUST00000120925_61784903_61784885	ENSMUST00000120925_Gm7327	778.990102898001	658.1852631977073	725.9037510781062	613.6694329390848	536.3660392319299	590.1247886073971	926.5865209205863	750.8461805383173	856.0112670825846
Tbc1d8b_ENSMUST00000096313_139684932_139684950	ENSMUST00000096313_Tbc1d8b	286.3139767933014	224.82062313244717	260.3574787200141	208.58173928162094	216.98871289417826	270.78852274306524	220.9332711753094	182.4765618041329	237.4855275135949
Tbc1d8b_ENSMUST00000096313_139684894_139684912	ENSMUST00000096313_Tbc1d8b	751.9793503703311	699.8940665842699	875.9238596342482	634.5276068672468	671.6317303867423	734.689179235169	918.0158336767165	818.6516789136235	791.3230450359711
Tbc1d8b_ENSMUST00000096313_139684865_139684883	ENSMUST00000096313_Tbc1d8b	746.5771998647972	751.7757488456039	620.4057392547547	690.5153368849451	840.7138443302579	727.137308082972	831.3566626553668	775.7746725880622	741.6992034659661
Tbc1d8b_ENSMUST00000096313_139684847_139684865	ENSMUST00000096313_Tbc1d8b	704.440425921632	745.672021520741	755.9077727893346	529.1389385986384	529.790623689682	584.7305949272564	729.4607143115818	656.1179107492866	675.2387013632809
Tbc1d8b_ENSMUST00000096313_139684844_139684862	ENSMUST00000096313_Tbc1d8b	691.4752647083504	535.0934288129738	550.7189791512566	743.2096710192494	653.7841739149268	542.6558842221586	614.2325858106661	543.4411266844395	533.4562968775527
Tbc1d8b_ENSMUST00000096313_139684809_139684827	ENSMUST00000096313_Tbc1d8b	1042.6150475680597	801.6228553319836	1035.6226848714316	1135.1237811431372	1181.6961074496808	1254.6894500007365	1069.4313083184156	927.3399042505114	974.754030839382
Bhlhb9_ENSMUST00000151989_135885886_135885904	ENSMUST00000151989_Bhlhb9	769.2662319880399	718.2052485588583	716.2250343970647	917.7596528391322	854.8040204922174	955.8511201209395	714.2239369891466	768.7946948141337	808.1597055686512
Bhlhb9_ENSMUST00000151989_135885754_135885772	ENSMUST00000151989_Bhlhb9	699.038275416098	472.02157978939135	625.2450975952755	356.78455403435163	353.1937491264547	398.09149359438675	502.81365164035924	557.4010822322966	548.5206773541613
Bhlhb9_ENSMUST00000151989_135885737_135885755	ENSMUST00000151989_Bhlhb9	919.4460160418847	1258.3851168092178	1156.6066433844492	894.705881655374	1024.825479513197	1121.9922854692743	882.7807861185853	1114.8021644645933	969.4371906711672
Bhlhb9_ENSMUST00000151989_135885615_135885633	ENSMUST00000151989_Bhlhb9	252.82064365899063	327.56669976763794	208.09240864239044	195.4081557480449	205.71657196461058	203.90052110932004	333.30450392826845	301.13618396091874	347.36689099003434
Bhlhb9_ENSMUST00000151989_135885596_135885614	ENSMUST00000151989_Bhlhb9	434.33290064493264	344.86059385474925	498.45390907363293	318.3616020614214	290.25762893636835	295.60181367171265	417.10677920166165	409.82440929780665	401.42143270021825
Bhlhb9_ENSMUST00000151989_135885498_135885516	ENSMUST00000151989_Bhlhb9	849.2180594699429	905.3862198546515	922.3816997032469	885.92349263299	914.9221054499119	854.4402789342935	823.7382739941492	988.165424851889	1026.1501524654586
Gprasp2_ENSMUST00000148658_135840203_135840221	ENSMUST00000148658_Gprasp2	781.1509631002147	790.4326885697351	773.3294628152091	574.1486823383566	700.7514277881255	747.6352440675068	746.6020887993213	648.1407932933681	649.5406405502428
Gprasp2_ENSMUST00000148658_135840184_135840202	ENSMUST00000148658_Gprasp2	842.7354788633021	900.2997804172658	994.0042031429534	901.2926734221621	919.6188308372317	1029.2121541708536	889.4468761971507	1028.051012131481	873.7340676433006
Gprasp2_ENSMUST00000148658_135839910_135839928	ENSMUST00000148658_Gprasp2	440.81548125157343	484.22903443911696	415.21694561667675	382.03392247370573	566.425081710777	471.45252764430086	367.58725290374747	444.72429816744955	373.0649518030726
Gprasp2_ENSMUST00000148658_135839865_135839883	ENSMUST00000148658_Gprasp2	419.20687922943745	440.48565527760013	553.622594155569	373.2515334513217	495.03485582351493	418.58942957892157	414.2498834537051	386.89019661204134	433.3224737095071
Gprasp2_ENSMUST00000148658_135839904_135839922	ENSMUST00000148658_Gprasp2	316.5660196242917	339.7741544173636	276.8112970777845	344.7087691285736	407.6757636193652	456.3487853399068	426.6297650281836	418.79866643571484	408.5105529245046
Gprasp2_ENSMUST00000148658_135840200_135840218	ENSMUST00000148658_Gprasp2	368.426664477418	424.2090490779659	407.4739722718436	368.8603389401297	460.2790879573479	452.0334303957942	409.4883905404441	501.561260040868	511.30279617665764
Cldn2_ENSMUST00000054889_139800703_139800721	ENSMUST00000054889_Cldn2	472.14795418367055	423.19176119048876	525.5543157805489	445.70624288599004	325.01339680253545	473.6102051163571	521.8596232934032	398.85587279591886	476.7433350832614
Cldn2_ENSMUST00000054889_139800653_139800671	ENSMUST00000054889_Cldn2	1237.0924657672833	1046.7892362139735	1156.6066433844492	1112.070009959379	1176.060036984897	1123.0711242053026	1275.1278021712899	1224.487529483471	1216.6702584931559
Cldn2_ENSMUST00000054889_139800601_139800619	ENSMUST00000054889_Cldn2	1780.5488066240025	1567.6406346022673	1732.4902859064134	1631.3287609078354	1572.4636596746946	1589.1294581694626	1782.7029467249101	1633.3147990992877	1711.1363941371333
Cldn2_ENSMUST00000054889_139800537_139800555	ENSMUST00000054889_Cldn2	681.7513937983892	984.7346750778681	834.3053779057701	756.3832545528254	864.1974712668572	922.4071193040669	743.7451930513647	961.2426534381644	793.9814651200784
Cldn2_ENSMUST00000054889_139800532_139800550	ENSMUST00000054889_Cldn2	517.526018430156	528.989701488111	584.5944875349015	424.84806895782793	526.0332433798261	544.813561694215	555.19007368623	541.4468473204598	602.5752190643452
Cldn2_ENSMUST00000054889_139800482_139800500	ENSMUST00000054889_Cldn2	1369.9853682034193	1159.7081917239357	1198.2251251129273	1198.7961015554215	1197.6649737665684	1165.1458349104003	1341.7887029569436	1132.7506787404095	1250.3435795585165
Gm14656_ENSMUST00000120342_62207919_62207937	ENSMUST00000120342_Gm14656	788.7139738079622	740.5855820833553	837.2089929100825	691.6131355127432	662.2382796121025	532.9463355979053	698.9871596667116	709.9634535767356	765.6249842229328
Gm14656_ENSMUST00000120342_62207811_62207829	ENSMUST00000120342_Gm14656	421.36773943165105	494.4019133138883	486.8394490563832	374.3493320791197	450.8856371827081	503.81768972514527	475.1969927434456	564.3810600062252	568.9018979989847
Gm14656_ENSMUST00000120342_62207724_62207706	ENSMUST00000120342_Gm14656	759.5423610780787	721.2571122212897	819.787302884208	491.81378525350624	516.6397926051864	610.622724591932	764.695761869713	838.5944725534195	855.1251270545488
Gm14656_ENSMUST00000120342_62207678_62207696	ENSMUST00000120342_Gm14656	365.1853741740976	481.17717077668556	412.3133306123643	567.5618905715686	569.243116943169	549.1289166383275	533.2872062852296	551.4182441403578	514.8473562888008
Gm14656_ENSMUST00000120342_62207675_62207657	ENSMUST00000120342_Gm14656	221.48817072689351	239.06265355712708	270.0361954010555	266.7650665549152	262.0772766124491	261.0789741188119	305.68784503135475	360.96456488030657	317.23813003681704
Gm14656_ENSMUST00000120342_62207919_62207901	ENSMUST00000120342_Gm14656	446.2176317571074	549.3354592376537	571.0442841814436	425.94586758562593	563.6070464783851	518.9214320295393	553.2854765209256	604.266647285817	527.2533166813021
Gm16411_ENSMUST00000122164_62254979_62254997	ENSMUST00000122164_Gm16411	837.3333283577681	575.7849443120592	756.8756444574387	568.6596891993665	544.8201449291056	597.6766597595943	837.0704541512799	769.7918344961234	816.1349658209734
Gm16411_ENSMUST00000122164_62254886_62254904	ENSMUST00000122164_Gm16411	1230.6098851606425	971.5099325406653	1080.144781604222	956.1826048120623	989.1303665695659	1087.4694459163736	1036.1008579255888	1051.982364499236	1089.9522344840364
Gm16411_ENSMUST00000122164_62254818_62254800	ENSMUST00000122164_Gm16411	587.753975002098	717.1879606713812	637.8274292806293	557.6817029213865	552.3349055488175	546.9712391662713	566.6176566780564	517.5154949527048	530.7978767934453
Gm16411_ENSMUST00000122164_62254725_62254743	ENSMUST00000122164_Gm16411	942.1350481651275	939.9740080288741	895.281292996331	1041.8108977803067	1043.6123810624765	991.4527984098684	977.0583458011527	871.5000820590827	1090.838374512072
Gm16411_ENSMUST00000122164_62254703_62254685	ENSMUST00000122164_Gm16411	133.9733325372429	190.23283495822452	218.738996991536	247.00469125455112	159.6886631688758	211.45239226151708	239.97924282835328	230.33926653964315	214.44588678466405
Gm16411_ENSMUST00000122164_62254678_62254660	ENSMUST00000122164_Gm16411	615.8451576308746	611.3900203737591	605.8876642331926	702.5911217907232	828.5023583232262	649.4609190889454	710.4147426585379	672.0721456611233	649.5406405502428
4933402E13Rik_ENSMUST00000051414_62287124_62287142	ENSMUST00000051414_4933402E13Rik	2252.696760807673	2301.1052014732827	2103.1851347903	2044.1010449598853	2339.9085879627623	2082.1587605343266	2126.4827350623527	2193.707300377554	2058.5032851271676
4933402E13Rik_ENSMUST00000051414_62287079_62287097	ENSMUST00000051414_4933402E13Rik	1267.3445085982735	1295.0074807583946	1265.9761418802173	1291.011186290454	1245.5715727172312	1284.8969346095248	1252.272636187637	1396.9926944677059	1333.6407421938818
4933402E13Rik_ENSMUST00000051414_62287051_62287069	ENSMUST00000051414_4933402E13Rik	731.451178449302	1005.0804328274108	904.9600096773725	860.6741241936359	894.2565137457044	883.5689248070536	882.7807861185853	959.2483740741849	840.0607465779401
4933402E13Rik_ENSMUST00000051414_62287037_62287055	ENSMUST00000051414_4933402E13Rik	60.50408566198067	88.50404621051088	51.2971984095195	54.88993138990025	77.02629635204597	57.17845300949187	100.94364976113273	130.62529834066342	91.27242288768758
4933402E13Rik_ENSMUST00000051414_62286687_62286705	ENSMUST00000051414_4933402E13Rik	414.8851588250103	345.8778817422264	468.4498873624045	345.8065677563716	449.94629210524414	352.7802666812045	408.5360919577919	487.60130449301084	390.7877523637886
4933402E13Rik_ENSMUST00000051414_62286653_62286671	ENSMUST00000051414_4933402E13Rik	425.68945983607824	357.0680485044749	421.99204729340573	408.38108954085783	424.5839750137168	467.1371727001883	397.10850896596554	382.9016378840821	405.85213284039725
Armcx5_ENSMUST00000096321_135742613_135742631	ENSMUST00000096321_Armcx5	520.7673087334764	567.6466412122421	532.3294174572778	560.9750988047805	580.5152578727367	606.3073696478194	456.1510210904017	469.6527902171945	470.5403548870108
Armcx5_ENSMUST00000096321_135742593_135742611	ENSMUST00000096321_Armcx5	1932.8894508800608	1858.5849704207285	1928.9682345315541	2056.1768298656634	1968.867282364492	1887.9677880492598	1919.8339426268262	1732.0316276162778	1643.7897520064123
Armcx5_ENSMUST00000096321_135742574_135742592	ENSMUST00000096321_Armcx5	670.9470927873214	685.65203615959	700.7390877073985	559.8773001769825	511.00372214040254	554.5231103184683	672.32279935245	709.9634535767356	737.2685033257872
Armcx5_ENSMUST00000096321_135742561_135742579	ENSMUST00000096321_Armcx5	2302.3965454585855	2034.575774954273	2267.7233183680037	2584.2179698365035	2592.5924138005716	2660.4163230454137	2412.1723098580114	2354.246789177911	2296.8749526687984
Armcx5_ENSMUST00000096321_135742495_135742513	ENSMUST00000096321_Armcx5	315.4855895231849	330.61856343006934	332.9478538278247	200.89714888703492	222.62478335896213	236.2656831901645	256.16831873344063	283.1876696851024	297.7430494200294
Armcx5_ENSMUST00000096321_135742353_135742371	ENSMUST00000096321_Armcx5	977.7892415016519	1031.5299179018164	888.506191319602	1080.2338497532369	974.1008453301423	1047.552412683332	998.008914619501	878.4800598330113	952.600530138487
3830417A13Rik_ENSMUST00000033522_64173444_64173462	ENSMUST00000033522_3830417A13Rik	1731.9294520741967	1635.7989230632354	1676.3537291563732	1392.0086600478703	1433.4405882100261	1321.5774516344818	1463.6829215364246	1529.6122721723489	1618.0916911933741
3830417A13Rik_ENSMUST00000033522_64173438_64173456	ENSMUST00000033522_3830417A13Rik	815.7247263356322	869.7811437929518	685.2531410177322	862.8697214492319	831.3203935556181	911.6187319437854	861.830217300237	892.4400153808684	853.3528469984772
