sgRNA	Gene	PlasmidLib	R1_Top	R1_Unsorted	R2_Top	R2_Unsorted	R3_Top	R3_Unsorted
Ikbkg_ENSMUST00000114127_74429356_74429374	ENSMUST00000114127_Ikbkg	1642.7480097713392	1896.8151298225723	1932.0196370007448	2118.0276809745787	2142.1087023844116	1796.0696293563078	1774.424698419081
Tfe3_ENSMUST00000133456_7768923_7768905	ENSMUST00000133456_Tfe3	588.9594954646441	536.2677148590132	477.1855729941598	573.8858010447768	529.3825566351591	573.9125283409954	571.2294414754667
Rnf128_ENSMUST00000113029_139611155_139611173	ENSMUST00000113029_Rnf128	1410.3335003503137	1522.222854533904	1429.8940514807578	1310.6968083183674	1274.2994399003474	1503.9274086044156	1432.3020854223346
3632454L22Rik_ENSMUST00000153610_135036146_135036164	ENSMUST00000153610_3632454L22Rik	2099.65380670131	2140.653497699158	2174.769092252129	2167.472644058945	2178.0310901560833	2280.092243619798	2148.0687207031683
Tspyl2_ENSMUST00000149685_152342653_152342671	ENSMUST00000149685_Tspyl2	1133.0207334274992	1251.88031623595	1150.5659111914933	1335.0140032778918	1224.1971622188055	1315.504319480414	1197.8135529189465
negative_control_59_59_59	NA_negative_control	1016.8134787169865	957.6840245587649	898.671784680639	837.3220797729582	981.248381763027	891.9845319998603	977.1636879075616
Med12_ENSMUST00000156131_101282487_101282505	ENSMUST00000156131_Med12	710.4488981165438	742.116771798305	578.6082905991904	748.9696047533528	638.095045944165	670.7170511936935	741.1375256828397
Pfkfb1_ENSMUST00000142848_150613628_150613610	ENSMUST00000142848_Pfkfb1	887.4008541530064	925.8790200531233	870.4064371513682	902.1679329983567	790.2925309767733	966.3165763331821	904.895091004878
AU015836_ENSMUST00000121565_93968554_93968572	ENSMUST00000121565_AU015836	847.7847445926043	753.6019123142311	733.2363682593187	911.084237816849	786.5112270008078	643.0586160929225	705.003227231498
Mid2_ENSMUST00000128809_140664331_140664349	ENSMUST00000128809_Mid2	591.6005694353375	656.4199541025483	620.1749781422357	644.4056664273977	525.6012526591936	600.7066373448672	557.3907739834635
1700013H16Rik_ENSMUST00000067940_53758018_53758036	ENSMUST00000067940_1700013H16Rik	1471.0782016762635	1258.0646226676026	1134.7705699251362	896.4939208411344	1085.234241102076	1137.4531435192018	1170.9050327956068
Enox2_ENSMUST00000167659_49080896_49080878	ENSMUST00000167659_Enox2	493.88083251967913	549.5198000696972	462.22156547866354	680.8814588666844	591.7740722385886	526.3745930115455	506.6489931794517
Ccnb3_ENSMUST00000115752_7041934_7041952	ENSMUST00000115752_Ccnb3	425.2129092816489	362.2236624253631	377.4255228908512	289.37462001834086	314.7935559991214	420.06248309295745	389.789134358091
Arhgap4_ENSMUST00000130976_73911281_73911299	ENSMUST00000130976_Arhgap4	1006.2491828342125	1032.7791740859743	1066.601202354542	998.626139671137	998.2642496548715	1149.553708875789	1213.1898501322833
Gm14656_ENSMUST00000120342_62207919_62207937	ENSMUST00000120342_Gm14656	647.0631228199005	643.1678688918643	719.1036944946834	571.4540815488243	466.99104103172965	615.4001809921517	664.2560396161551
Cdk16_ENSMUST00000125035_20695974_20695956	ENSMUST00000125035_Cdk16	1405.0513524089267	1427.691313364358	1396.6407014463216	1685.1816106950437	1593.8196258694254	1457.2537993718647	1538.3985361943594
